Unnamed: 0,1: Easy to Use  (Clear Steps),1: Works Fine (Fast),2: Recomendaría,5: Long-term users,6: Adapt from Previous Versions,8: Amazon purchase (price),11: Easy to Use,12: Online version (mobile app),15: Install/download problems,20: Turbo Tax,21: SO versions,23: Interface User friendly,Dom_Topic
78242,0.02,0.02,0.1,0.05,0.07,0.02,0.02,0.12,0.02,0.04,0.07,0.02,12
78243,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.14,0.03,21
78244,0.01,0.01,0.04,0.05,0.01,0.04,0.01,0.17,0.02,0.01,0.17,0.01,12
78245,0.02,0.02,0.02,0.07,0.05,0.03,0.02,0.08,0.04,0.03,0.16,0.02,21
78246,0.03,0.03,0.03,0.08,0.06,0.06,0.03,0.05,0.05,0.03,0.13,0.03,21
78247,0.02,0.02,0.05,0.07,0.02,0.05,0.02,0.13,0.02,0.02,0.05,0.02,12
78248,0.01,0.01,0.04,0.05,0.01,0.03,0.01,0.13,0.23,0.01,0.18,0.01,15
78249,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.19,0.02,0.03,0.02,7
78250,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.15,0.03,0.07,0.18,0.01,21
78251,0.01,0.01,0.04,0.03,0.04,0.02,0.02,0.09,0.21,0.01,0.06,0.02,15
78252,0.01,0.01,0.01,0.03,0.01,0.02,0.02,0.09,0.05,0.01,0.36,0.02,21
78253,0.02,0.02,0.12,0.05,0.02,0.02,0.05,0.02,0.04,0.05,0.08,0.02,22
78254,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,9
78255,0.04,0.02,0.02,0.1,0.02,0.02,0.02,0.02,0.06,0.06,0.08,0.02,5
78256,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.12,0.02,0.02,0.14,0.02,21
78257,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.17,0.01,0.18,0.01,17
78258,0.04,0.01,0.03,0.04,0.04,0.03,0.05,0.03,0.04,0.06,0.21,0.03,21
78259,0.02,0.05,0.05,0.03,0.03,0.02,0.02,0.04,0.04,0.07,0.1,0.02,21
78260,0.06,0.06,0.03,0.08,0.03,0.08,0.08,0.03,0.03,0.02,0.14,0.03,21
78261,0.01,0.01,0.04,0.05,0.02,0.02,0.01,0.06,0.06,0.01,0.34,0.01,21
78262,0.03,0.06,0.03,0.1,0.03,0.03,0.03,0.03,0.04,0.12,0.06,0.03,20
78263,0.03,0.06,0.06,0.03,0.06,0.03,0.03,0.11,0.12,0.03,0.08,0.06,15
78264,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.03,0.17,0.02,0.12,0.02,15
78265,0.01,0.01,0.01,0.03,0.02,0.02,0.01,0.04,0.18,0.01,0.17,0.02,15
78266,0.02,0.02,0.02,0.07,0.02,0.08,0.02,0.02,0.2,0.02,0.12,0.02,15
78267,0.02,0.02,0.05,0.07,0.07,0.02,0.02,0.07,0.15,0.02,0.08,0.04,15
78268,0.02,0.02,0.02,0.08,0.02,0.02,0.05,0.04,0.12,0.02,0.13,0.02,21
78269,0.01,0.01,0.06,0.04,0.01,0.04,0.03,0.14,0.02,0.01,0.12,0.05,7
78270,0.03,0.01,0.01,0.01,0.01,0.02,0.01,0.09,0.21,0.01,0.26,0.02,21
78271,0.03,0.03,0.06,0.12,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.03,4
78272,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.14,0.25,0.01,0.17,0.03,15
78273,0.01,0.01,0.01,0.04,0.01,0.01,0.02,0.15,0.13,0.01,0.36,0.02,21
78274,0.09,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.06,0
78275,0.02,0.02,0.02,0.06,0.02,0.02,0.04,0.02,0.04,0.02,0.19,0.06,21
78276,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.12,0.06,21
78277,0.04,0.02,0.05,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.29,0.04,21
78278,0.03,0.05,0.03,0.03,0.05,0.03,0.02,0.13,0.1,0.03,0.11,0.03,12
78279,0.03,0.03,0.05,0.05,0.02,0.02,0.02,0.05,0.03,0.02,0.08,0.02,13
78280,0.02,0.02,0.05,0.04,0.05,0.02,0.02,0.09,0.09,0.02,0.17,0.05,21
78281,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.14,0.08,0.01,0.27,0.01,21
78282,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.17,0.02,0.03,0.21,0.02,21
78283,0.08,0.03,0.05,0.08,0.02,0.02,0.03,0.08,0.08,0.02,0.07,0.05,0
78284,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.05,0.03,16
78285,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.06,0.12,0.02,21
78286,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.03,0.15,0.02,0.12,0.05,15
78287,0.04,0.02,0.02,0.1,0.02,0.02,0.02,0.13,0.04,0.02,0.17,0.02,21
78288,0.03,0.03,0.08,0.02,0.03,0.02,0.06,0.02,0.02,0.05,0.08,0.06,2
78289,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.25,0.07,0.02,0.16,0.02,12
78290,0.03,0.03,0.03,0.07,0.03,0.06,0.03,0.03,0.04,0.03,0.11,0.03,21
78291,0.01,0.01,0.01,0.03,0.01,0.04,0.01,0.02,0.08,0.02,0.17,0.01,21
78292,0.01,0.03,0.01,0.08,0.01,0.05,0.01,0.06,0.02,0.01,0.16,0.01,21
78293,0.01,0.02,0.01,0.03,0.04,0.01,0.01,0.11,0.3,0.01,0.13,0.02,15
78294,0.01,0.03,0.02,0.04,0.04,0.02,0.02,0.09,0.22,0.01,0.19,0.03,15
78295,0.02,0.02,0.09,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.1,0.04,9
78296,0.05,0.02,0.01,0.06,0.03,0.01,0.01,0.04,0.15,0.02,0.22,0.03,21
78297,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.13,0.03,0.03,0.05,0.06,12
78298,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,17
78299,0.03,0.06,0.03,0.08,0.03,0.03,0.08,0.06,0.04,0.03,0.08,0.03,3
78300,0.03,0.03,0.08,0.02,0.03,0.02,0.02,0.02,0.16,0.02,0.09,0.03,15
78301,0.02,0.02,0.04,0.06,0.06,0.04,0.02,0.08,0.02,0.02,0.15,0.06,21
78302,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.02,0.19,0.02,21
78303,0.02,0.07,0.07,0.05,0.02,0.04,0.02,0.15,0.02,0.02,0.12,0.05,12
78304,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.03,21
78305,0.02,0.02,0.02,0.02,0.02,0.08,0.05,0.11,0.06,0.02,0.16,0.05,21
78306,0.02,0.02,0.02,0.02,0.02,0.02,0.13,0.16,0.02,0.03,0.11,0.02,12
78307,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.04,0.03,0.03,0.06,0.03,7
78308,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,10
78309,0.02,0.02,0.02,0.02,0.05,0.06,0.01,0.17,0.19,0.01,0.15,0.01,15
78310,0.02,0.02,0.02,0.06,0.03,0.1,0.02,0.08,0.03,0.02,0.21,0.06,21
78311,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.09,0.03,0.03,0.03,17
78312,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.17,0.03,21
78313,0.02,0.02,0.21,0.04,0.02,0.03,0.07,0.03,0.02,0.02,0.05,0.07,2
78314,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.06,0.05,0.03,0.04,0.1,17
78315,0.03,0.04,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.03,21
78316,0.02,0.02,0.1,0.03,0.02,0.03,0.02,0.05,0.09,0.02,0.13,0.07,21
78317,0.03,0.03,0.03,0.03,0.06,0.05,0.03,0.03,0.06,0.03,0.17,0.03,21
78318,0.01,0.02,0.05,0.05,0.06,0.02,0.02,0.02,0.1,0.01,0.21,0.01,21
78319,0.01,0.01,0.01,0.03,0.01,0.04,0.01,0.01,0.05,0.01,0.16,0.02,17
78320,0.01,0.03,0.01,0.06,0.06,0.01,0.03,0.1,0.03,0.01,0.24,0.01,21
78321,0.01,0.03,0.03,0.02,0.06,0.04,0.01,0.04,0.04,0.01,0.18,0.01,21
78322,0.02,0.08,0.01,0.04,0.02,0.06,0.04,0.01,0.11,0.01,0.02,0.01,10
78323,0.03,0.03,0.14,0.11,0.03,0.05,0.03,0.03,0.03,0.03,0.06,0.09,2
78324,0.02,0.02,0.03,0.06,0.02,0.02,0.02,0.02,0.03,0.01,0.31,0.02,21
78325,0.03,0.03,0.04,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.19,0.03,21
78326,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.05,0.1,23
78327,0.02,0.01,0.01,0.08,0.02,0.02,0.01,0.13,0.16,0.01,0.21,0.01,21
78328,0.02,0.02,0.04,0.06,0.04,0.05,0.04,0.12,0.02,0.03,0.17,0.04,21
78329,0.06,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.04,0.06,0.03,19
78330,0.02,0.02,0.04,0.02,0.08,0.02,0.02,0.13,0.06,0.02,0.05,0.02,12
78331,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.07,0.06,0.03,0.06,0.03,2
78332,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.21,0.13,0.02,0.26,0.01,21
78333,0.06,0.02,0.07,0.06,0.02,0.02,0.02,0.02,0.04,0.02,0.13,0.02,21
78334,0.03,0.03,0.06,0.16,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.03,5
78335,0.02,0.02,0.02,0.02,0.05,0.03,0.01,0.05,0.18,0.01,0.39,0.01,21
78336,0.01,0.03,0.04,0.02,0.02,0.01,0.01,0.22,0.23,0.01,0.15,0.01,15
78337,0.02,0.02,0.02,0.04,0.14,0.07,0.02,0.09,0.07,0.05,0.02,0.02,6
78338,0.04,0.02,0.11,0.02,0.02,0.02,0.02,0.07,0.03,0.02,0.22,0.02,21
78339,0.02,0.02,0.02,0.07,0.03,0.02,0.02,0.07,0.11,0.02,0.2,0.02,21
78340,0.06,0.02,0.04,0.02,0.1,0.03,0.02,0.02,0.06,0.04,0.13,0.02,21
78341,0.03,0.06,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.06,2
78342,0.04,0.03,0.03,0.03,0.03,0.05,0.03,0.16,0.03,0.02,0.09,0.06,12
78343,0.01,0.01,0.03,0.06,0.01,0.0,0.0,0.03,0.08,0.01,0.18,0.0,7
78344,0.11,0.03,0.07,0.03,0.03,0.07,0.03,0.04,0.03,0.03,0.03,0.03,0
78345,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,7
78346,0.02,0.02,0.02,0.07,0.03,0.05,0.02,0.12,0.02,0.02,0.1,0.04,12
78347,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.08,0.07,0.02,0.21,0.05,21
78348,0.07,0.02,0.02,0.07,0.02,0.05,0.02,0.12,0.03,0.02,0.15,0.02,21
78349,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.21,0.03,0.07,0.03,15
78350,0.02,0.02,0.12,0.06,0.03,0.04,0.04,0.04,0.02,0.02,0.14,0.04,21
78351,0.01,0.01,0.02,0.01,0.01,0.05,0.01,0.09,0.2,0.01,0.2,0.03,15
78352,0.01,0.03,0.01,0.04,0.02,0.02,0.02,0.09,0.2,0.01,0.13,0.01,15
78353,0.02,0.02,0.02,0.04,0.02,0.08,0.05,0.02,0.04,0.02,0.09,0.02,18
78354,0.02,0.02,0.02,0.05,0.02,0.09,0.02,0.08,0.05,0.02,0.07,0.02,8
78355,0.02,0.02,0.02,0.02,0.08,0.02,0.02,0.05,0.03,0.02,0.1,0.02,9
78356,0.03,0.03,0.07,0.13,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.07,5
78357,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.05,0.03,0.03,0.27,0.02,21
78358,0.04,0.02,0.04,0.02,0.02,0.04,0.02,0.04,0.18,0.02,0.12,0.04,15
78359,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.19,0.03,0.03,0.03,15
78360,0.06,0.03,0.05,0.03,0.03,0.03,0.03,0.09,0.06,0.03,0.12,0.03,21
78361,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.15,0.06,21
78362,0.04,0.04,0.04,0.02,0.03,0.02,0.02,0.19,0.06,0.04,0.18,0.02,12
78363,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.23,0.05,0.03,0.03,0.03,12
78364,0.02,0.02,0.05,0.07,0.04,0.02,0.02,0.02,0.02,0.02,0.23,0.02,21
78365,0.01,0.01,0.02,0.01,0.05,0.02,0.01,0.1,0.17,0.01,0.26,0.02,21
78366,0.03,0.03,0.07,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.04,0.03,9
78367,0.05,0.02,0.08,0.05,0.05,0.02,0.05,0.02,0.05,0.02,0.05,0.06,2
78368,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.18,0.07,0.03,0.08,0.06,12
78369,0.02,0.05,0.02,0.02,0.02,0.05,0.02,0.16,0.14,0.03,0.07,0.02,12
78370,0.04,0.07,0.06,0.09,0.03,0.03,0.03,0.03,0.04,0.03,0.05,0.03,5
78371,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.03,21
78372,0.0,0.01,0.0,0.02,0.01,0.02,0.0,0.23,0.24,0.0,0.19,0.01,15
78373,0.01,0.02,0.01,0.03,0.0,0.01,0.0,0.17,0.06,0.01,0.29,0.03,21
78374,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0
78375,0.05,0.02,0.05,0.02,0.02,0.06,0.06,0.02,0.02,0.02,0.15,0.02,21
78376,0.02,0.02,0.03,0.06,0.02,0.02,0.02,0.16,0.06,0.02,0.12,0.04,12
78377,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.11,0.06,0.03,0.03,15
78378,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.12,0.03,0.03,0.06,10
78379,0.02,0.05,0.08,0.02,0.07,0.05,0.02,0.12,0.06,0.02,0.09,0.02,12
78380,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.16,0.02,0.02,0.15,0.04,12
78381,0.02,0.01,0.01,0.03,0.02,0.0,0.01,0.23,0.14,0.02,0.25,0.0,21
78382,0.02,0.04,0.04,0.07,0.04,0.08,0.02,0.11,0.08,0.02,0.03,0.02,7
78383,0.02,0.02,0.04,0.06,0.02,0.03,0.02,0.21,0.07,0.02,0.09,0.02,12
78384,0.03,0.05,0.03,0.02,0.02,0.04,0.02,0.07,0.02,0.03,0.25,0.05,21
78385,0.01,0.01,0.03,0.02,0.01,0.01,0.01,0.28,0.03,0.01,0.13,0.02,12
78386,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.07,0.29,0.01,0.19,0.02,15
78387,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.14,0.04,0.12,0.03,15
78388,0.02,0.01,0.02,0.03,0.03,0.01,0.01,0.13,0.19,0.01,0.16,0.01,15
78389,0.02,0.04,0.11,0.02,0.04,0.04,0.02,0.14,0.08,0.02,0.09,0.02,12
78390,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,18
78391,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
78392,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
78393,0.13,0.03,0.03,0.03,0.03,0.06,0.09,0.03,0.1,0.03,0.03,0.03,0
78394,0.03,0.03,0.06,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.04,0.03,19
78395,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,15
78396,0.05,0.03,0.08,0.03,0.03,0.03,0.06,0.06,0.05,0.03,0.04,0.03,13
78397,0.03,0.03,0.03,0.03,0.06,0.03,0.09,0.04,0.03,0.03,0.04,0.06,11
78398,0.02,0.03,0.02,0.02,0.05,0.02,0.02,0.08,0.03,0.02,0.07,0.02,17
78399,0.03,0.06,0.05,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.11,5
78400,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.03,0.14,0.03,0.04,0.03,15
78401,0.03,0.03,0.06,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.06,8
78402,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,13
78403,0.03,0.06,0.05,0.02,0.03,0.12,0.03,0.04,0.06,0.03,0.03,0.03,8
78404,0.02,0.02,0.02,0.02,0.04,0.12,0.02,0.08,0.1,0.02,0.07,0.04,8
78405,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,7
78406,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.03,0.06,0.03,13
78407,0.05,0.05,0.02,0.02,0.03,0.14,0.02,0.05,0.05,0.02,0.02,0.03,8
78408,0.05,0.03,0.03,0.03,0.03,0.06,0.06,0.03,0.04,0.03,0.05,0.06,13
78409,0.02,0.02,0.03,0.02,0.02,0.2,0.02,0.04,0.04,0.02,0.02,0.02,7
78410,0.01,0.01,0.04,0.01,0.05,0.12,0.01,0.08,0.01,0.01,0.1,0.01,17
78411,0.02,0.02,0.04,0.04,0.04,0.03,0.02,0.08,0.24,0.02,0.02,0.04,15
78412,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.23,0.02,0.03,0.03,15
78413,0.01,0.01,0.03,0.01,0.03,0.02,0.02,0.13,0.23,0.02,0.02,0.04,15
78414,0.05,0.02,0.01,0.05,0.05,0.05,0.05,0.08,0.06,0.02,0.1,0.1,13
78415,0.08,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,8
78416,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,1
78417,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
78418,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
78419,0.03,0.06,0.06,0.03,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.09,8
78420,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.07,0.03,0.03,0.14,0.03,21
78421,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.04,0.04,0.02,0.18,0.02,21
78422,0.03,0.03,0.03,0.15,0.06,0.03,0.03,0.15,0.03,0.03,0.03,0.03,5
78423,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,11
78424,0.03,0.07,0.07,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.03,0.03,1
78425,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.09,0.03,0.05,0.07,15
78426,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
78427,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
78428,0.07,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.07,8
78429,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,19
78430,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,19
78431,0.07,0.03,0.07,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.03,8
78432,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.04,6
78433,0.03,0.03,0.13,0.06,0.03,0.09,0.03,0.06,0.03,0.03,0.03,0.03,2
78434,0.03,0.03,0.06,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0.13,0.03,21
78435,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.02,0.03,0.03,13
78436,0.02,0.02,0.09,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.02,13
78437,0.03,0.03,0.15,0.09,0.03,0.03,0.03,0.04,0.03,0.03,0.06,0.03,2
78438,0.03,0.06,0.03,0.03,0.03,0.16,0.03,0.03,0.03,0.03,0.03,0.09,8
78439,0.03,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.04,0.03,7
78440,0.03,0.06,0.03,0.06,0.03,0.03,0.03,0.06,0.06,0.03,0.17,0.03,21
78441,0.03,0.03,0.09,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,16
78442,0.03,0.03,0.09,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,2
78443,0.02,0.02,0.12,0.04,0.09,0.02,0.02,0.05,0.02,0.02,0.09,0.05,2
78444,0.03,0.03,0.06,0.03,0.03,0.17,0.03,0.03,0.03,0.05,0.03,0.03,8
78445,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,23
78446,0.02,0.07,0.02,0.06,0.02,0.02,0.02,0.03,0.16,0.02,0.04,0.02,15
78447,0.03,0.06,0.08,0.14,0.05,0.03,0.03,0.03,0.02,0.02,0.03,0.03,5
78448,0.02,0.06,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.16,0.02,21
78449,0.03,0.03,0.03,0.13,0.03,0.03,0.06,0.06,0.07,0.03,0.11,0.03,5
78450,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.1,0.03,13
78451,0.06,0.03,0.06,0.06,0.03,0.03,0.09,0.03,0.03,0.03,0.06,0.06,11
78452,0.03,0.03,0.06,0.12,0.03,0.03,0.03,0.05,0.08,0.03,0.1,0.03,5
78453,0.0,0.02,0.02,0.0,0.02,0.01,0.01,0.02,0.14,0.0,0.21,0.0,17
78454,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.04,0.03,0.05,0.03,3
78455,0.03,0.03,0.13,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.06,2
78456,0.03,0.03,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.03,13
78457,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.1,0.09,0.02,0.03,0.02,12
78458,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,7
78459,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.03,0.06,0.03,10
78460,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.05,0.05,0.03,0.05,0.03,22
78461,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.03,0.1,0.03,21
78462,0.03,0.03,0.03,0.09,0.03,0.09,0.03,0.03,0.03,0.03,0.06,0.03,5
78463,0.02,0.02,0.13,0.1,0.05,0.05,0.02,0.03,0.02,0.02,0.05,0.03,2
78464,0.03,0.03,0.03,0.03,0.03,0.08,0.07,0.03,0.08,0.12,0.03,0.03,20
78465,0.03,0.03,0.06,0.09,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,4
78466,0.03,0.03,0.03,0.06,0.06,0.06,0.03,0.05,0.04,0.03,0.03,0.09,22
78467,0.1,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
78468,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,3
78469,0.03,0.03,0.07,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.06,21
78470,0.03,0.03,0.07,0.06,0.03,0.03,0.06,0.03,0.06,0.03,0.06,0.06,17
78471,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.11,0.03,21
78472,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.06,0.03,9
78473,0.03,0.03,0.03,0.05,0.03,0.03,0.05,0.05,0.03,0.08,0.07,0.03,9
78474,0.04,0.06,0.02,0.08,0.02,0.02,0.02,0.02,0.18,0.02,0.19,0.04,21
78475,0.03,0.03,0.09,0.06,0.03,0.03,0.03,0.04,0.04,0.03,0.08,0.03,13
78476,0.03,0.03,0.03,0.03,0.03,0.08,0.06,0.06,0.04,0.03,0.12,0.03,21
78477,0.03,0.02,0.01,0.01,0.04,0.01,0.01,0.07,0.13,0.01,0.32,0.01,21
78478,0.03,0.01,0.03,0.05,0.09,0.01,0.01,0.03,0.13,0.02,0.24,0.01,21
78479,0.06,0.06,0.03,0.03,0.09,0.03,0.03,0.03,0.05,0.03,0.17,0.06,21
78480,0.01,0.01,0.01,0.08,0.02,0.03,0.01,0.06,0.03,0.04,0.17,0.03,21
78481,0.02,0.03,0.02,0.02,0.05,0.05,0.03,0.03,0.18,0.05,0.05,0.02,15
78482,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.03,0.04,0.03,0.06,13
78483,0.01,0.01,0.02,0.03,0.01,0.05,0.01,0.04,0.09,0.01,0.4,0.01,21
78484,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.05,0.03,0.05,0.07,0.05,5
78485,0.01,0.03,0.06,0.03,0.01,0.01,0.06,0.01,0.02,0.01,0.31,0.01,21
78486,0.02,0.02,0.02,0.02,0.04,0.03,0.01,0.16,0.17,0.01,0.12,0.03,15
78487,0.06,0.13,0.03,0.03,0.03,0.06,0.03,0.08,0.03,0.03,0.03,0.03,1
78488,0.02,0.03,0.03,0.03,0.01,0.01,0.01,0.14,0.23,0.01,0.09,0.03,15
78489,0.03,0.03,0.03,0.06,0.05,0.1,0.06,0.03,0.03,0.03,0.09,0.06,8
78490,0.03,0.03,0.07,0.13,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,5
78491,0.03,0.03,0.03,0.12,0.03,0.03,0.03,0.1,0.04,0.03,0.09,0.06,5
78492,0.01,0.01,0.03,0.04,0.01,0.08,0.01,0.1,0.16,0.03,0.13,0.01,15
78493,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.14,0.12,0.03,0.03,0.09,12
78494,0.03,0.03,0.03,0.09,0.03,0.07,0.03,0.03,0.03,0.03,0.06,0.03,14
78495,0.03,0.03,0.06,0.06,0.06,0.03,0.03,0.03,0.05,0.03,0.13,0.03,21
78496,0.03,0.01,0.03,0.05,0.03,0.03,0.02,0.21,0.04,0.01,0.15,0.01,12
78497,0.03,0.02,0.04,0.02,0.02,0.02,0.02,0.26,0.03,0.02,0.05,0.02,12
78498,0.03,0.07,0.07,0.03,0.03,0.03,0.03,0.14,0.03,0.03,0.03,0.03,12
78499,0.03,0.07,0.1,0.03,0.04,0.03,0.03,0.03,0.05,0.03,0.03,0.07,13
78500,0.03,0.03,0.03,0.05,0.06,0.03,0.03,0.03,0.05,0.02,0.17,0.06,21
78501,0.03,0.03,0.02,0.02,0.06,0.05,0.06,0.05,0.05,0.02,0.08,0.03,13
78502,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.03,0.02,0.13,0.02,9
